,user,item,rate
114,3,109,3.0
115,3,110,3.0
116,3,111,3.0
117,3,112,1.5
118,3,113,1.0
119,3,114,2.5
120,3,115,1.0
121,3,116,1.0
122,3,117,1.0
123,3,118,1.0
124,3,119,3.0
125,3,120,1.0
126,3,121,2.5
127,3,122,3.0
128,3,123,2.0
129,3,124,3.0
130,3,125,3.0
131,3,126,2.0
132,4,127,3.0
133,4,128,1.5
134,4,129,4.0
135,4,130,3.0
136,4,131,3.0
137,4,132,1.0
138,4,133,3.0
139,4,134,2.0
140,4,135,3.0
141,4,136,1.5
142,4,137,3.5
143,4,138,2.0
144,4,139,2.5
145,4,140,2.0
146,4,141,3.0
147,4,142,1.0
148,4,143,2.0
149,4,144,2.5
150,4,145,2.0
151,4,146,1.0
152,4,147,1.5
153,4,148,2.0
154,4,149,2.5
155,4,150,1.0
156,4,151,3.0
157,4,152,1.0
158,4,153,2.0
159,4,154,1.0
160,4,155,3.0
161,4,156,1.0
162,4,157,2.5
163,4,158,4.0
164,4,159,2.5
165,5,160,3.0
166,5,161,3.0
167,5,162,1.0
168,5,163,1.0
169,5,164,2.5
170,5,165,2.0
171,5,166,2.5
172,5,167,3.0
173,5,168,1.0
174,5,169,2.5
175,5,170,3.0
176,5,171,3.0
177,5,172,2.5
178,5,173,2.0
179,5,174,3.0
180,5,175,2.0
181,5,18,2.5
182,5,176,1.0
183,5,177,1.0
184,5,178,1.0
185,5,179,2.0
186,5,180,3.0
187,5,181,1.5
188,5,182,1.0
189,5,183,2.0
190,5,184,3.0
191,5,185,3.0
192,5,186,3.0
193,5,187,2.0
194,5,188,1.0
195,5,189,2.5
196,5,190,1.0
197,6,191,2.0
198,6,192,2.5
199,6,193,4.0
200,6,194,3.0
201,6,195,3.0
202,6,196,2.0
203,6,197,3.5
204,6,198,1.0
205,6,199,2.0
206,6,200,3.5
207,6,201,2.0
208,6,202,2.0
209,6,203,1.5
210,6,204,1.0
211,6,178,1.5
212,6,205,1.0
213,6,206,1.0
214,6,207,2.5
215,6,208,1.5
216,6,209,2.5
217,6,210,1.0
218,6,211,1.5
219,6,212,1.5
220,6,213,3.0
221,6,214,1.5
222,6,215,2.0
223,6,216,1.0
224,6,217,3.0
225,6,218,1.5
226,6,219,3.0
227,6,220,2.0
228,7,221,3.0
229,7,222,3.0
230,7,223,2.5
231,7,224,2.0
232,7,225,1.0
233,7,226,2.0
234,7,227,3.0
235,7,6,1.0
236,7,228,2.0
237,7,229,1.5
238,7,199,2.5
239,7,230,3.0
240,7,81,3.0
241,7,231,2.0
242,7,232,2.5
243,7,233,3.0
244,7,234,3.0
245,7,235,2.0
246,7,236,2.0
247,7,145,2.0
248,7,237,2.0
249,7,238,2.5
250,7,239,2.0
251,7,240,2.0
252,7,241,2.5
253,7,242,2.0
254,7,243,2.0
255,7,244,2.0
256,7,245,2.5
257,7,246,2.0
258,7,247,3.0
259,7,248,3.0
260,7,249,3.0
261,7,250,3.0
262,7,251,2.0
263,7,252,3.0
264,8,253,3.0
265,8,254,3.0
266,8,255,2.5
267,8,256,3.0
268,8,257,2.5
269,8,133,2.0
270,8,258,2.0
271,8,259,3.0
272,8,260,1.0
273,8,261,1.0
274,8,262,4.0
275,8,263,1.0
276,8,264,3.5
277,8,236,1.0
278,8,265,1.0
279,8,20,3.0
280,8,146,1.0
281,8,266,3.0
282,8,267,2.5
283,8,268,2.5
284,8,269,3.0
285,8,270,1.0
286,8,271,2.0
287,8,272,2.0
288,8,273,2.5
289,8,274,3.0
290,8,275,3.0
291,8,276,2.0
292,8,277,3.0
293,8,278,2.5
294,8,279,2.5
295,8,280,3.0
296,9,281,2.5
297,9,282,3.0
298,9,283,3.0
299,9,284,3.0
300,9,285,3.0
301,9,286,2.5
302,9,287,3.0
303,9,288,2.5
304,9,289,2.0
305,9,290,3.0
306,9,291,2.5
307,9,292,2.5
308,9,293,2.0
309,9,294,2.5
310,9,233,3.0
311,9,295,2.0
312,9,296,2.5
313,9,297,2.0
314,9,298,2.0
315,9,299,3.0
316,9,300,3.0
317,9,301,2.5
318,9,302,2.5
319,9,303,1.5
320,9,304,3.0
321,9,305,3.0
322,9,306,3.0
323,9,215,2.0
324,9,307,3.0
325,9,308,2.5
326,9,63,3.0
327,9,309,3.0
328,9,310,3.0
329,9,311,3.0
330,10,312,1.0
331,10,313,4.0
332,10,314,3.0
333,10,315,2.0
334,10,316,3.0
335,10,317,1.5
336,10,38,3.0
337,10,318,2.5
338,10,290,2.5
339,10,291,4.0
340,10,319,2.5
341,10,320,2.5
342,10,81,4.0
343,10,321,3.0
344,10,322,2.5
345,10,323,2.0
346,10,297,3.0
347,10,324,1.5
348,10,325,1.5
349,10,326,1.5
350,10,327,3.0
351,10,56,3.0
352,10,328,1.0
353,10,329,3.5
354,10,330,4.0
355,10,331,1.0
356,10,332,2.0
357,10,333,4.0
358,10,31,4.0
359,10,334,3.0
360,11,36,2.0
361,11,335,3.0
362,11,336,3.0
363,11,337,2.0
364,11,338,2.0
365,11,339,2.0
366,11,340,2.0
367,11,341,2.0
368,11,342,3.0
369,11,343,1.5
370,11,344,3.0
371,11,345,2.0
372,11,346,3.0
373,11,347,3.0
374,11,348,3.0
375,11,349,4.0
376,11,18,2.0
377,11,350,2.5
378,11,351,4.0
379,11,352,2.5
380,11,353,2.5
381,11,354,3.0
382,11,355,3.0
383,11,356,2.0
384,11,357,1.0
385,11,358,1.0
386,11,359,2.5
387,11,360,2.5
388,11,26,2.0
389,11,246,2.0
390,11,361,3.0
391,11,308,2.0
392,11,362,3.0
393,11,363,3.0
394,11,364,3.5
395,11,365,2.0
396,12,366,3.0
397,12,160,2.5
398,12,367,3.0
399,12,368,3.0
400,12,369,1.0
401,12,5,2.0
402,12,40,2.0
403,12,370,1.0
404,12,371,1.0
405,12,42,1.0
406,12,372,3.0
407,12,373,3.0
408,12,374,1.0
409,12,375,2.0
410,12,376,1.0
411,12,377,1.0
412,12,378,2.0
413,12,207,1.0
414,12,379,2.0
415,12,380,2.0
416,12,381,2.0
417,12,382,1.0
418,12,383,2.0
419,12,384,2.0
420,12,385,3.0
421,12,386,2.0
422,12,30,3.0
423,12,387,3.0
424,13,388,3.0
425,13,389,3.0
426,13,390,2.5
427,13,391,2.0
428,13,392,3.0
429,13,393,2.0
430,13,394,2.5
431,13,342,2.5
432,13,395,1.5
433,13,396,1.0
434,13,397,3.0
435,13,398,2.0
436,13,399,2.5
437,13,400,2.0
438,13,401,2.0
439,13,402,3.0
440,13,403,1.5
441,13,404,1.0
442,13,405,2.5
443,13,406,3.0
444,13,407,1.0
445,13,408,1.5
446,13,409,3.0
447,13,380,3.0
448,13,410,2.0
449,13,272,1.5
450,13,411,3.0
451,13,412,2.5
452,13,413,1.0
453,13,414,4.0
454,13,415,3.5
455,13,416,1.5
456,14,417,3.0
457,14,418,2.0
458,14,419,2.5
459,14,420,2.5
460,14,421,2.0
461,14,422,2.5
462,14,316,2.0
463,14,423,2.0
464,14,286,2.5
465,14,424,1.0
466,14,425,2.0
467,14,292,2.0
468,14,426,2.0
469,14,427,1.0
470,14,202,2.0
471,14,428,2.0
472,14,429,2.0
473,14,83,1.0
474,14,112,2.0
475,14,266,2.0
476,14,430,2.0
477,14,431,2.0
478,14,432,2.0
479,14,433,2.0
480,14,434,2.0
481,14,381,2.0
482,14,435,2.5
483,14,436,1.0
484,14,437,2.0
485,14,438,2.0
486,14,188,3.0
487,14,439,3.0
488,14,440,3.0
489,14,441,2.5
490,14,442,2.0
491,14,443,2.0
492,15,444,3.0
493,15,445,1.5
494,15,337,1.0
495,15,446,2.0
496,15,447,3.0
497,15,448,3.5
498,15,449,3.0
499,15,450,1.5
500,15,41,2.5
501,15,451,3.0
502,15,230,3.0
503,15,452,2.5
504,15,453,1.0
505,15,374,1.0
506,15,454,2.0
507,15,455,1.0
508,15,456,1.5
509,15,457,1.0
510,15,114,2.0
511,15,115,1.0
512,15,458,2.0
513,15,459,1.5
514,15,460,2.5
515,15,461,1.0
516,15,462,3.0
517,15,463,2.0
518,15,464,2.0
519,15,465,2.5
520,15,466,3.5
521,15,467,2.0
522,15,468,3.5
523,15,469,2.0
524,15,470,3.0
525,15,471,3.0
526,16,472,2.0
527,16,473,2.0
528,16,474,4.0
529,16,475,2.5
530,16,476,3.0
531,16,477,2.5
532,16,478,3.5
533,16,479,2.0
534,16,480,3.0
535,16,481,3.0
536,16,482,3.0
537,16,483,3.0
538,16,201,3.0
539,16,484,4.0
540,16,48,3.0
541,16,485,3.0
542,16,486,3.0
543,16,487,1.5
544,16,488,3.5
545,16,489,2.0
546,16,490,3.0
547,16,491,3.0
548,16,492,2.5
549,16,493,1.0
550,16,494,3.0
551,16,495,3.0
552,16,496,1.5
553,16,497,3.0
554,16,363,3.0
555,16,498,3.0
556,17,499,1.5
557,17,500,2.0
558,17,501,3.0
559,17,502,3.0
560,17,503,1.0
561,17,504,3.5
562,17,505,2.0
563,17,506,1.0
564,17,507,4.0
565,17,451,3.0
566,17,508,1.5
567,17,509,3.0
568,17,510,2.0
569,17,511,2.0
570,17,512,1.0
571,17,513,3.0
572,17,514,2.5
573,17,515,3.0
574,17,516,2.5
575,17,517,4.0
576,17,518,2.5
577,17,519,1.0
578,17,520,3.0
579,17,521,3.0
580,17,185,2.5
581,17,121,1.0
582,17,522,3.0
583,17,523,4.0
584,17,524,2.5
585,17,525,2.0
586,17,219,3.0
587,18,526,1.0
588,18,255,3.0
589,18,527,2.0
590,18,528,1.0
591,18,529,3.0
592,18,530,2.0
593,18,531,1.0
594,18,532,3.0
595,18,260,1.0
596,18,533,1.0
597,18,534,2.0
598,18,200,1.0
599,18,511,1.0
600,18,174,2.0
601,18,535,4.0
602,18,400,1.0
603,18,142,1.0
604,18,536,1.0
605,18,537,1.0
606,18,538,3.0
607,18,539,3.0
608,18,540,1.0
609,18,541,1.0
610,18,488,3.0
611,18,542,4.0
612,18,185,2.0
613,18,213,1.0
614,18,494,1.0
615,18,543,2.0
616,18,544,3.0
617,18,545,3.0
618,18,546,1.0
619,18,547,3.0
620,18,548,3.0
621,19,549,1.0
622,19,550,3.0
623,19,337,1.0
624,19,551,3.0
625,19,101,3.0
626,19,552,3.0
627,19,553,1.5
628,19,165,3.0
629,19,554,3.0
630,19,370,2.0
631,19,555,2.0
632,19,556,1.5
633,19,557,1.0
634,19,558,2.0
635,19,559,1.5
636,19,482,2.0
637,19,484,2.0
638,19,560,2.5
639,19,561,3.0
640,19,323,2.0
641,19,562,3.5
642,19,403,1.5
643,19,563,4.0
644,19,564,1.0
645,19,565,1.5
646,19,486,1.0
647,19,566,1.0
648,19,567,1.5
649,19,153,3.0
650,19,92,3.0
651,19,568,2.5
652,19,569,3.0
653,19,570,3.0
654,19,571,3.0
655,19,572,3.0
656,19,573,3.0
657,20,574,3.0
658,20,283,2.5
659,20,575,2.0
660,20,576,3.0
661,20,72,3.0
662,20,577,3.0
663,20,578,2.5
664,20,579,1.0
665,20,291,1.0
666,20,580,3.0
667,20,581,1.0
668,20,582,1.0
669,20,483,3.0
670,20,140,3.0
671,20,583,3.0
672,20,584,3.0
673,20,585,1.0
674,20,586,1.0
675,20,587,2.0
676,20,588,3.0
677,20,589,1.0
678,20,590,2.5
679,20,591,3.0
680,20,592,4.0
681,20,593,2.0
682,20,594,2.0
683,20,595,3.0
684,20,596,3.0
685,20,248,4.0
686,20,597,2.5
687,20,598,1.0
688,20,599,3.0
689,20,600,3.5
690,20,601,3.0
691,21,602,2.0
692,21,603,3.0
693,21,256,2.5
694,21,604,2.0
695,21,605,3.0
696,21,73,2.0
697,21,606,2.0
698,21,607,2.0
699,21,608,2.0
700,21,609,2.0
701,21,610,2.0
702,21,611,3.0
703,21,231,2.0
704,21,612,2.0
705,21,583,2.0
706,21,613,2.0
707,21,234,2.0
708,21,614,2.0
709,21,615,2.0
710,21,616,2.0
711,21,617,2.0
712,21,618,2.0
713,21,619,2.0
714,21,620,2.5
715,21,211,2.0
716,21,621,3.0
717,21,272,2.0
718,21,465,3.0
719,21,622,3.0
720,21,94,3.0
721,21,623,2.0
722,21,624,2.0
723,21,334,2.0
724,22,625,3.0
725,22,418,3.5
726,22,626,3.5
727,22,627,1.5
728,22,628,1.0
729,22,629,1.5
730,22,630,3.0
731,22,553,1.0
732,22,631,4.0
733,22,166,4.0
734,22,632,1.5
735,22,633,3.5
736,22,634,1.5
737,22,105,1.5
738,22,635,3.0
739,22,636,1.5
740,22,637,4.0
741,22,638,1.5
742,22,484,4.0
743,22,639,1.5
744,22,640,3.5
745,22,641,3.5
746,22,642,3.5
747,22,643,4.0
748,22,644,3.0
749,22,645,3.5
750,22,646,1.5
751,22,490,3.0
752,22,647,3.5
753,22,648,4.0
754,22,649,4.0
755,22,250,1.0
756,22,650,1.5
757,22,651,3.5
758,23,652,4.0
759,23,653,4.0
760,23,98,2.0
761,23,654,4.0
762,23,655,4.0
763,23,656,4.0
764,23,257,4.0
765,23,165,4.0
766,23,657,2.5
767,23,166,4.0
768,23,658,2.5
769,23,659,2.5
770,23,660,3.0
771,23,661,2.0
772,23,662,2.0
773,23,663,1.0
774,23,664,2.0
775,23,81,4.0
776,23,348,3.5
777,23,665,4.0
778,23,666,2.5
779,23,667,1.0
780,23,403,1.0
781,23,668,2.0
782,23,669,3.0
783,23,670,3.0
784,23,671,4.0
785,23,672,2.5
786,23,673,2.0
787,23,674,3.0
788,23,675,3.0
789,23,676,3.0
790,23,677,3.0
791,23,678,2.0
792,23,679,2.5
793,23,680,1.0
794,23,681,4.0
795,23,217,2.0
796,23,64,3.0
797,24,682,4.0
798,24,683,1.0
799,24,684,3.0
800,24,685,2.5
801,24,686,1.0
802,24,687,1.5
803,24,688,1.0
804,24,689,4.0
805,24,167,3.5
806,24,690,3.5
807,24,691,2.0
808,24,346,1.0
809,24,692,2.5
810,24,399,3.5
811,24,82,3.0
812,24,583,2.0
813,24,693,2.0
814,24,694,4.0
815,24,695,4.0
816,24,696,2.5
817,24,697,4.0
818,24,698,4.0
819,24,699,4.0
820,24,700,4.0
821,24,463,4.0
822,24,701,1.0
823,24,92,4.0
824,24,702,4.0
825,24,703,1.5
826,24,704,1.0
827,24,705,3.5
828,24,706,3.5
829,25,707,3.0
830,25,336,2.5
831,25,708,4.0
832,25,709,3.5
833,25,710,3.5
834,25,688,3.0
835,25,132,3.0
836,25,133,2.0
837,25,341,3.0
838,25,531,3.0
839,25,711,1.0
840,25,258,1.5
841,25,712,1.5
842,25,713,1.0
843,25,46,2.5
844,25,714,2.5
845,25,715,1.5
846,25,716,3.0
847,25,717,2.5
848,25,718,4.0
849,25,719,2.5
850,25,720,3.0
851,25,721,2.5
852,25,722,1.0
853,25,675,1.0
854,25,723,3.0
855,25,724,1.5
856,25,725,2.5
857,25,726,2.5
858,25,703,1.5
859,25,496,1.0
860,25,727,1.0
861,25,440,2.0
862,25,728,3.0
863,26,729,4.0
864,26,730,1.0
865,26,731,1.0
866,26,732,1.0
867,26,733,2.5
868,26,552,1.5
869,26,734,1.0
870,26,423,4.0
871,26,658,1.0
872,26,735,1.0
873,26,290,1.0
874,26,736,2.0
875,26,737,1.0
876,26,738,3.0
877,26,739,2.5
878,26,637,4.0
879,26,740,3.0
880,26,321,1.0
881,26,741,2.5
882,26,742,2.0
883,26,177,2.5
884,26,456,1.0
885,26,743,2.5
886,26,744,2.0
887,26,745,1.0
888,26,746,3.5
889,26,747,4.0
890,26,748,1.0
891,26,749,1.0
892,26,750,4.0
893,26,751,1.5
894,26,411,1.0
895,26,752,4.0
896,26,546,2.0
897,26,753,2.0
898,26,754,2.0
899,26,755,1.0
900,26,756,1.0
901,27,757,2.5
902,27,758,2.0
903,27,225,1.5
904,27,759,3.0
905,27,760,2.5
906,27,131,2.5
907,27,286,2.0
908,27,761,2.0
909,27,762,2.5
910,27,763,2.0
911,27,764,2.0
912,27,258,2.0
913,27,765,2.0
914,27,510,2.5
915,27,766,3.0
916,27,767,2.0
917,27,110,2.5
918,27,768,3.0
919,27,769,2.0
920,27,295,2.5
921,27,536,2.5
922,27,770,2.0
923,27,771,3.0
924,27,772,3.0
925,27,773,3.0
926,27,774,3.0
927,27,775,3.0
928,27,776,3.0
929,27,57,3.0
930,27,777,2.0
931,27,778,3.0
932,27,779,2.0
933,27,780,3.5
934,27,781,2.0
935,27,309,3.0
936,27,782,2.5
937,28,783,1.0
938,28,784,1.0
939,28,785,1.0
940,28,786,2.5
941,28,787,1.0
942,28,788,1.0
943,28,423,3.0
944,28,789,1.0
945,28,790,1.0
946,28,662,1.0
947,28,791,4.0
948,28,260,1.0
949,28,792,3.0
950,28,636,1.0
951,28,793,2.0
952,28,794,2.5
953,28,795,3.0
954,28,796,2.5
955,28,693,1.0
956,28,797,1.0
957,28,562,3.0
958,28,798,1.0
959,28,178,1.0
960,28,403,2.0
961,28,799,1.0
962,28,800,1.0
963,28,801,3.0
964,28,802,2.0
965,28,803,1.0
966,28,804,3.0
967,28,805,2.0
968,28,806,3.0
969,28,807,1.0
970,28,93,1.0
971,28,808,4.0
972,28,809,4.0
973,28,810,1.0
974,28,467,3.0
975,28,811,1.0
976,29,812,2.5
977,29,813,2.5
978,29,655,3.5
979,29,814,1.0
980,29,815,3.0
981,29,132,1.0
982,29,816,3.0
983,29,817,3.0
984,29,818,4.0
985,29,819,4.0
986,29,820,1.5
987,29,138,1.0
988,29,821,3.0
989,29,822,1.5
990,29,823,3.0
991,29,824,2.5
992,29,825,4.0
993,29,299,3.0
994,29,826,3.0
995,29,827,3.5
996,29,828,4.0
997,29,829,3.5
998,29,437,4.0
999,29,830,4.0
1000,29,831,2.5
1001,29,832,4.0
1002,29,833,4.0
1003,29,834,1.5
1004,29,835,4.0
1005,30,836,1.0
1006,30,837,1.5
1007,30,317,1.0
1008,30,393,1.0
1009,30,394,2.0
1010,30,228,1.0
1011,30,838,2.0
1012,30,839,1.0
1013,30,840,1.0
1014,30,477,2.0
1015,30,841,3.0
1016,30,790,3.0
1017,30,842,1.0
1018,30,109,3.0
1019,30,639,2.0
1020,30,843,1.0
1021,30,178,1.0
1022,30,844,1.0
1023,30,181,1.0
1024,30,404,1.0
1025,30,845,1.0
1026,30,846,1.0
1027,30,847,1.0
1028,30,806,3.0
1029,30,848,2.0
1030,30,93,1.0
1031,30,808,3.0
1032,30,849,2.0
1033,30,850,3.0
1034,30,851,3.0
1035,30,852,3.0
1036,30,853,2.0
1037,31,854,3.0
1038,31,855,3.0
1039,31,444,3.0
1040,31,314,3.5
1041,31,856,1.5
1042,31,447,2.0
1043,31,857,1.0
1044,31,818,4.0
1045,31,858,3.0
1046,31,859,3.0
1047,31,860,4.0
1048,31,861,3.0
1049,31,862,3.0
1050,31,863,3.0
1051,31,665,3.0
1052,31,769,1.0
1053,31,454,3.0
1054,31,864,3.0
1055,31,587,1.0
1056,31,865,3.0
1057,31,866,1.0
1058,31,867,1.0
1059,31,593,1.0
1060,31,868,3.5
1061,31,384,3.0
1062,31,869,4.0
1063,31,870,1.0
1064,32,871,3.0
1065,32,872,2.5
1066,32,873,4.0
1067,32,874,2.0
1068,32,875,2.0
1069,32,257,2.0
1070,32,554,3.0
1071,32,658,1.0
1072,32,634,2.5
1073,32,876,2.0
1074,32,877,3.0
1075,32,878,3.0
1076,32,879,2.0
1077,32,509,3.0
1078,32,584,3.0
1079,32,880,2.0
1080,32,401,2.0
1081,32,265,3.0
1082,32,561,3.0
1083,32,881,2.0
1084,32,882,2.0
1085,32,883,2.0
1086,32,884,3.0
1087,32,521,3.0
1088,32,747,2.0
1089,32,360,3.0
1090,32,885,2.0
1091,32,777,2.0
1092,32,886,3.0
1093,32,887,2.0
1094,32,123,2.0
1095,32,888,2.0
1096,32,95,3.0
1097,32,889,3.0
1098,33,890,1.5
1099,33,891,2.5
1100,33,892,1.5
1101,33,285,1.5
1102,33,449,3.0
1103,33,816,2.5
1104,33,893,2.0
1105,33,662,2.0
1106,33,894,1.0
1107,33,861,2.0
1108,33,822,3.5
1109,33,895,2.5
1110,33,896,2.5
1111,33,323,1.5
1112,33,297,1.5
1113,33,897,2.0
1114,33,898,1.5
1115,33,899,1.0
1116,33,671,1.5
1117,33,900,1.0
1118,33,901,1.5
1119,33,902,1.0
1120,33,903,3.5
1121,33,904,3.0
1122,33,905,3.0
1123,33,906,1.5
1124,33,907,1.0
1125,33,908,3.0
1126,33,909,1.5
1127,33,910,4.0
1128,33,911,2.5
1129,33,912,2.0
1130,34,625,3.5
1131,34,367,1.5
1132,34,913,2.5
1133,34,914,1.5
1134,34,710,3.0
1135,34,915,2.0
1136,34,39,3.0
1137,34,916,2.5
1138,34,917,2.5
1139,34,918,3.5
1140,34,919,2.0
1141,34,483,3.5
1142,34,920,2.0
1143,34,921,3.0
1144,34,922,2.0
1145,34,667,2.0
1146,34,923,2.5
1147,34,297,2.5
1148,34,715,2.0
1149,34,924,3.5
1150,34,925,2.5
1151,34,926,3.0
1152,34,927,1.0
1153,34,408,2.0
1154,34,489,2.5
1155,34,928,2.5
1156,34,929,3.0
1157,34,93,1.5
1158,34,930,4.0
1159,34,523,4.0
1160,34,931,2.0
1161,34,932,3.0
1162,34,933,4.0
1163,34,934,3.0
1164,35,625,2.0
1165,35,652,1.5
1166,35,684,2.0
1167,35,935,1.5
1168,35,891,2.0
1169,35,936,2.0
1170,35,285,1.0
1171,35,577,3.5
1172,35,689,3.5
1173,35,395,2.0
1174,35,937,1.0
1175,35,938,2.0
1176,35,939,2.0
1177,35,794,2.5
1178,35,940,2.5
1179,35,174,2.5
1180,35,263,2.0
1181,35,667,2.5
1182,35,941,2.0
1183,35,942,2.0
1184,35,943,1.0
1185,35,944,2.5
1186,35,945,1.0
1187,35,946,1.0
1188,35,490,3.5
1189,35,947,1.5
1190,35,948,2.0
1191,35,905,2.5
1192,35,949,3.0
1193,35,950,3.5
1194,35,951,3.0
1195,35,952,4.0
1196,35,953,3.0
1197,36,954,2.5
1198,36,955,2.0
1199,36,872,3.0
1200,36,956,3.0
1201,36,957,3.0
1202,36,837,3.0
1203,36,958,2.0
1204,36,959,2.5
1205,36,960,2.0
1206,36,961,2.0
1207,36,792,2.5
1208,36,636,2.0
1209,36,81,3.0
1210,36,962,4.0
1211,36,963,3.0
1212,36,964,3.0
1213,36,84,2.0
1214,36,234,3.0
1215,36,965,3.0
1216,36,966,1.0
1217,36,967,3.0
1218,36,968,2.0
1219,36,969,3.0
1220,36,970,3.0
1221,36,971,2.5
1222,36,972,3.0
1223,36,973,3.0
1224,36,974,2.0
1225,36,975,3.0
1226,36,976,4.0
1227,36,977,2.0
1228,36,978,2.0
1229,36,157,4.0
1230,36,979,3.0
1231,36,980,3.0
1232,37,981,1.5
1233,37,313,4.0
1234,37,982,1.0
1235,37,814,2.0
1236,37,605,3.0
1237,37,983,1.0
1238,37,632,4.0
1239,37,293,1.0
1240,37,984,2.5
1241,37,372,3.5
1242,37,559,2.5
1243,37,713,3.0
1244,37,637,2.5
1245,37,985,1.0
1246,37,640,1.0
1247,37,142,3.0
1248,37,986,3.0
1249,37,296,1.0
1250,37,717,3.0
1251,37,267,2.5
1252,37,89,1.0
1253,37,987,1.0
1254,37,988,2.0
1255,37,989,1.0
1256,37,990,2.0
1257,37,991,1.0
1258,37,438,1.0
1259,37,992,2.0
1260,37,993,3.0
1261,37,994,2.5
1262,37,995,3.0
1263,37,996,4.0
1264,37,997,3.0
1265,37,998,3.0
1266,38,812,2.0
1267,38,999,3.0
1268,38,1000,3.0
1269,38,550,2.0
1270,38,936,3.0
1271,38,503,2.0
1272,38,837,4.0
1273,38,1001,1.0
1274,38,789,1.5
1275,38,342,3.0
1276,38,531,3.0
1277,38,1002,2.0
1278,38,1003,2.0
1279,38,1004,3.0
1280,38,1005,2.0
1281,38,1006,2.0
1282,38,535,2.0
1283,38,261,1.5
1284,38,714,1.5
1285,38,1007,3.0
1286,38,177,2.0
1287,38,112,2.0
1288,38,1008,2.0
1289,38,1009,1.5
1290,38,113,2.5
1291,38,1010,2.0
1292,38,1011,3.0
1293,38,1012,2.0
1294,38,1013,2.0
1295,38,1014,3.0
1296,38,1015,3.5
1297,38,1016,3.0
1298,38,1017,3.0
1299,38,990,2.0
1300,38,1018,3.0
1301,38,1019,3.5
1302,38,1020,4.0
1303,38,1021,3.0
1304,38,1022,3.0
1305,38,1023,1.0
1306,38,853,1.5
1307,39,1024,2.5
1308,39,1025,1.0
1309,39,1026,2.0
1310,39,1027,2.0
1311,39,1028,1.0
1312,39,1029,3.0
1313,39,1030,2.5
1314,39,1031,3.5
1315,39,1032,3.0
1316,39,1033,2.0
1317,39,1034,2.5
1318,39,1035,2.5
1319,39,1036,1.0
1320,39,1037,1.0
1321,39,1038,1.0
1322,39,1039,1.0
1323,39,1040,1.0
1324,39,1041,1.0
1325,39,1042,2.5
1326,39,1043,2.5
1327,39,1044,3.5
1328,39,1045,2.0
1329,39,1046,1.0
1330,39,1047,1.0
1331,39,1048,1.0
1332,39,1049,1.0
1333,39,1050,1.0
1334,39,1051,1.0
1335,39,1052,2.0
1336,39,1053,1.0
1337,39,1054,1.0
1338,39,1055,1.0
1339,39,1056,2.0
1340,39,1057,1.0
1341,39,1058,3.0
1342,39,1059,1.0
1343,39,1060,1.0
1344,39,1061,3.0
1345,39,1062,1.0
1346,39,1063,3.5
1347,39,1064,3.0
1348,39,1065,3.0
1349,39,1066,1.0
1350,39,1067,1.5
1351,39,1068,3.0
1352,39,1069,2.0
1353,39,1070,1.0
1354,39,1071,1.0
